"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"CLMP",9.41459008843063e-247,0.822521150572263,0.596,0.008,2.1026545503501e-242,"Epithelial_C3","CLMP",0.588
"TNFAIP6",9.11540970672246e-242,1.43710909477052,0.633,0.021,2.03583560389939e-237,"Epithelial_C3","TNFAIP6",0.612
"COL5A2",4.51392323720456e-241,1.7986440985624,0.814,0.099,1.00813961579727e-236,"Epithelial_C3","COL5A2",0.715
"POSTN",6.47869377863922e-238,2.19991427449981,0.745,0.067,1.44695146852128e-233,"Epithelial_C3","POSTN",0.678
"CALB2",5.39530248802951e-237,1.13464262206309,0.559,0.004,1.20498685767651e-232,"Epithelial_C3","CALB2",0.555
"CTSK",3.84048504697702e-234,2.25930503167745,0.763,0.081,8.57733930391847e-230,"Epithelial_C3","CTSK",0.682
"ECM1",1.70983298724794e-233,1.19590197507331,0.686,0.045,3.81874099371954e-229,"Epithelial_C3","ECM1",0.641
"ANGPTL2",3.80601751109788e-224,1.09502268301121,0.654,0.04,8.500359509286e-220,"Epithelial_C3","ANGPTL2",0.614
"LUM",4.6178189616636e-222,2.64292760146405,0.84,0.15,1.03134368689795e-217,"Epithelial_C3","LUM",0.69
"PMP22",6.78034121857229e-212,1.23958943846419,0.742,0.088,1.51432140775594e-207,"Epithelial_C3","PMP22",0.654
"CLEC2B",1.04019928027469e-209,2.53778330460779,0.848,0.172,2.3231810725655e-205,"Epithelial_C3","CLEC2B",0.676
"TGFBI",1.36705373133589e-207,1.78700291271454,0.819,0.15,3.05317780356557e-203,"Epithelial_C3","TGFBI",0.669
"COX7A1",1.16223154205402e-203,0.759205271436293,0.516,0.01,2.59572792602345e-199,"Epithelial_C3","COX7A1",0.506
"PDGFRB",3.25219537058366e-203,1.04634202826092,0.527,0.013,7.26345314066154e-199,"Epithelial_C3","PDGFRB",0.514
"NTM",2.91653045357746e-202,0.842898897256952,0.516,0.011,6.5137791150199e-198,"Epithelial_C3","NTM",0.505
"CA12",1.29076416221945e-198,1.46664868258334,0.846,0.179,2.88279267990091e-194,"Epithelial_C3","CA12",0.667
"GREM1",1.1098871267888e-197,1.23894334197581,0.5,0.01,2.4788219089701e-193,"Epithelial_C3","GREM1",0.49
"FBN1",9.47923771110573e-195,0.828906317878799,0.585,0.035,2.11709295039835e-190,"Epithelial_C3","FBN1",0.55
"AEBP1",1.55105987778143e-192,2.54945114772961,0.88,0.268,3.46413713103705e-188,"Epithelial_C3","AEBP1",0.612
"TBX3",1.51310293120056e-189,1.21074699086149,0.625,0.055,3.37936408654334e-185,"Epithelial_C3","TBX3",0.57
"COL6A2",9.5924152961393e-189,2.80958613016163,0.91,0.344,2.14237003223975e-184,"Epithelial_C3","COL6A2",0.566
"VCAN",2.12564425877279e-184,1.27007666955364,0.604,0.05,4.74741388754314e-180,"Epithelial_C3","VCAN",0.554
"CDH11",4.4536496388455e-183,0.779913973728465,0.521,0.023,9.94678110339753e-179,"Epithelial_C3","CDH11",0.498
"BASP1",1.0861641888635e-182,1.35519678116438,0.769,0.145,2.42583909940775e-178,"Epithelial_C3","BASP1",0.624
"COL3A1",1.27974792931149e-178,2.50863367231812,0.848,0.247,2.85818902532428e-174,"Epithelial_C3","COL3A1",0.601
"EMILIN1",2.19660604130655e-178,0.982926634303599,0.588,0.05,4.90589993265405e-174,"Epithelial_C3","EMILIN1",0.538
"JAM2",9.19304787981529e-176,0.577103460060809,0.449,0.009,2.05317531347795e-171,"Epithelial_C3","JAM2",0.44
"LINC01705",1.50544997717545e-175,0.650249004568612,0.42,0.003,3.36227197902365e-171,"Epithelial_C3","LINC01705",0.417
"FN1",1.01380390590264e-174,2.74945871585825,0.907,0.338,2.26422964344296e-170,"Epithelial_C3","FN1",0.569
"SERPINE1",1.31251021207555e-174,1.68299441864223,0.652,0.082,2.93136030764954e-170,"Epithelial_C3","SERPINE1",0.57
"BGN",7.04444520759544e-173,1.39308851240344,0.739,0.139,1.57330639266436e-168,"Epithelial_C3","BGN",0.6
"ITGA5",1.5317725743788e-171,1.11987185504685,0.715,0.124,3.42106086761761e-167,"Epithelial_C3","ITGA5",0.591
"GJA1",9.89683280553597e-171,2.04235594841046,0.87,0.32,2.2103586387884e-166,"Epithelial_C3","GJA1",0.55
"CPE",5.93915418108042e-170,2.15287942654054,0.928,0.441,1.3264506948025e-165,"Epithelial_C3","CPE",0.487
"PDPN",7.80677421184791e-169,1.14855159372465,0.697,0.119,1.74356495247411e-164,"Epithelial_C3","PDPN",0.578
"VEGFC",4.61464179529977e-166,0.555522445317693,0.439,0.011,1.03063409856225e-161,"Epithelial_C3","VEGFC",0.428
"TWIST2",1.88609594663634e-165,0.656490421608176,0.476,0.021,4.21240668721761e-161,"Epithelial_C3","TWIST2",0.455
"TMEM45A",9.78582109866314e-165,1.35152949256344,0.84,0.284,2.18556528417543e-160,"Epithelial_C3","TMEM45A",0.556
"EMP3",8.57860865389874e-164,1.6800307924151,0.87,0.329,1.91594645676174e-159,"Epithelial_C3","EMP3",0.541
"COL10A1",9.61807919770864e-162,0.869436571775461,0.452,0.017,2.14810180801625e-157,"Epithelial_C3","COL10A1",0.435
"DAB2",7.56926663178351e-159,0.994680430885989,0.657,0.105,1.69052000954253e-154,"Epithelial_C3","DAB2",0.552
"VIM",9.59300894979399e-159,2.47839310868899,0.947,0.662,2.14250261884699e-154,"Epithelial_C3","VIM",0.285
"COL11A1",1.4506583193336e-158,1.07483362101698,0.473,0.025,3.23990029039967e-154,"Epithelial_C3","COL11A1",0.448
"LGALS1",8.60102389644838e-157,1.96095620352599,0.963,0.864,1.92095267703278e-152,"Epithelial_C3","LGALS1",0.099
"LOXL2",9.91288683848939e-153,1.1654575788256,0.657,0.115,2.21394414650822e-148,"Epithelial_C3","LOXL2",0.542
"MAF",6.42080704589163e-152,0.812262514629459,0.569,0.064,1.43402304562944e-147,"Epithelial_C3","MAF",0.505
"GJB2",3.96495823200548e-144,1.27241286006942,0.636,0.109,8.85533771536103e-140,"Epithelial_C3","GJB2",0.527
"MMP14",6.86442023458637e-144,1.84617024582444,0.822,0.339,1.53309961519252e-139,"Epithelial_C3","MMP14",0.483
"ADM",3.67970313924872e-143,2.21211490447623,0.83,0.313,8.21824899119808e-139,"Epithelial_C3","ADM",0.517
"COL6A1",2.07261642500788e-139,2.40945140331514,0.894,0.578,4.62898152361259e-135,"Epithelial_C3","COL6A1",0.316
"RPS27L",1.0544716813831e-135,1.68115941544634,0.918,0.817,2.35505705320102e-131,"Epithelial_C3","RPS27L",0.101
"SFTA1P",1.79473637467355e-135,0.549213661789152,0.335,0.003,4.0083642191959e-131,"Epithelial_C3","SFTA1P",0.332
"CA9",4.69635469151245e-135,1.41471314548742,0.742,0.214,1.04888385680239e-130,"Epithelial_C3","CA9",0.528
"LOX",1.09498705590493e-134,1.39657298975836,0.707,0.183,2.44554409065807e-130,"Epithelial_C3","LOX",0.524
"C1S",1.85876485558979e-131,1.33115873715611,0.854,0.387,4.15136542847424e-127,"Epithelial_C3","C1S",0.467
"NBL1",1.84246985167885e-130,1.39077029660451,0.827,0.372,4.11497216673955e-126,"Epithelial_C3","NBL1",0.455
"ANTXR1",3.99697445233752e-130,1.20026428018377,0.686,0.183,8.92684274185061e-126,"Epithelial_C3","ANTXR1",0.503
"SELENOM",1.8527861449067e-128,1.35515154678842,0.878,0.518,4.13801257603463e-124,"Epithelial_C3","SELENOM",0.36
"GDNF",2.00816484360732e-128,0.721214736955166,0.423,0.029,4.48503536171259e-124,"Epithelial_C3","GDNF",0.394
"ITGBL1",3.02792747211583e-128,0.511173194905536,0.335,0.007,6.76257321622348e-124,"Epithelial_C3","ITGBL1",0.328
"TIMP3",3.96497253001465e-127,2.08853945489447,0.771,0.265,8.85536964853473e-123,"Epithelial_C3","TIMP3",0.506
"COL1A1",4.13780070143617e-127,2.63223055717486,0.846,0.403,9.24136408658754e-123,"Epithelial_C3","COL1A1",0.443
"SPHK1",4.54871766444274e-127,0.888053267632453,0.622,0.129,1.01591060317664e-122,"Epithelial_C3","SPHK1",0.493
"NT5E",2.96386838894455e-125,0.801427541875035,0.585,0.105,6.61950365986877e-121,"Epithelial_C3","NT5E",0.48
"PTGDS",5.66958397803703e-125,1.68676054180703,0.785,0.264,1.26624488565479e-120,"Epithelial_C3","PTGDS",0.521
"CTSL",1.48142691142988e-123,1.94131043373368,0.875,0.614,3.30861886398749e-119,"Epithelial_C3","CTSL",0.261
"PLAUR",5.26291084641161e-123,1.22508803622582,0.854,0.414,1.17541850843757e-118,"Epithelial_C3","PLAUR",0.44
"FTL",1.47505128671753e-121,1.45084290514064,0.989,0.971,3.29437954375493e-117,"Epithelial_C3","FTL",0.018
"C1R",1.54316124109401e-121,1.67486026925285,0.88,0.608,3.44649631585937e-117,"Epithelial_C3","C1R",0.272
"HAS2",2.77675089306092e-121,0.679597418344961,0.306,0.004,6.20159544456226e-117,"Epithelial_C3","HAS2",0.302
"RHOBTB3",2.97703652142459e-121,0.922950534616501,0.604,0.125,6.64891336694968e-117,"Epithelial_C3","RHOBTB3",0.479
"MARCKS",5.80326515785677e-121,1.21860656580232,0.92,0.632,1.29610124035573e-116,"Epithelial_C3","MARCKS",0.288
"VCAM1",8.58784188529921e-120,0.786867977096011,0.402,0.027,1.91800860666273e-115,"Epithelial_C3","VCAM1",0.375
"BNIP3L",7.04100802834489e-119,1.22425697787329,0.894,0.656,1.57253873305055e-114,"Epithelial_C3","BNIP3L",0.238
"DIRC3",7.25173107128828e-119,0.743510745227876,0.46,0.052,1.61960161746152e-114,"Epithelial_C3","DIRC3",0.408
"EIF1",7.18909023798292e-117,0.901124750237841,0.968,0.974,1.60561141375111e-112,"Epithelial_C3","EIF1",-0.00600000000000001
"SLC38A5",3.98222333834193e-116,0.627567552537016,0.529,0.086,8.89389760385288e-112,"Epithelial_C3","SLC38A5",0.443
"BNIP3",4.65499593410224e-115,1.41355828275416,0.941,0.823,1.03964679192239e-110,"Epithelial_C3","BNIP3",0.118
"NDRG1",4.75276804114741e-114,1.39898593889062,0.949,0.734,1.06148321430986e-109,"Epithelial_C3","NDRG1",0.215
"ENO1",5.97388565883174e-114,0.999370203421487,0.979,0.96,1.33420762304348e-109,"Epithelial_C3","ENO1",0.019
"SERPINF1",5.50269178179847e-113,1.07395185370571,0.524,0.089,1.22897118254687e-108,"Epithelial_C3","SERPINF1",0.435
"TMEM176A",9.46289226240667e-113,0.932113863162533,0.673,0.199,2.11344235788591e-108,"Epithelial_C3","TMEM176A",0.474
"CCDC85B",1.07629262838044e-112,1.52131410297275,0.92,0.811,2.40379195622487e-108,"Epithelial_C3","CCDC85B",0.109
"SMIM3",4.81962754356018e-112,0.956387625097025,0.699,0.245,1.07641561557873e-107,"Epithelial_C3","SMIM3",0.454
"TPM2",5.10548359923807e-112,1.34196782707482,0.894,0.584,1.14025870705383e-107,"Epithelial_C3","TPM2",0.31
"P4HA2",4.03779720223561e-111,1.45687079775749,0.848,0.579,9.01801627147301e-107,"Epithelial_C3","P4HA2",0.269
"PLOD2",4.55409625866592e-111,1.26915018478875,0.854,0.547,1.01711185841045e-106,"Epithelial_C3","PLOD2",0.307
"SLC16A3",8.39731922357683e-111,1.14111700530918,0.864,0.538,1.87545727539365e-106,"Epithelial_C3","SLC16A3",0.326
"SPON2",1.02845078184979e-108,1.08928681295312,0.574,0.128,2.29694197618333e-104,"Epithelial_C3","SPON2",0.446
"ANXA2",3.87064396629463e-107,1.00182500099048,0.955,0.89,8.64469623432243e-103,"Epithelial_C3","ANXA2",0.0649999999999999
"ETV1",7.54081847626303e-107,0.532308107602791,0.383,0.033,1.68416639848858e-102,"Epithelial_C3","ETV1",0.35
"ANXA5",5.09196752218756e-106,1.16775780629281,0.896,0.78,1.13724002640537e-101,"Epithelial_C3","ANXA5",0.116
"SH3BP5",5.38519178479876e-106,1.47146530648606,0.816,0.504,1.20272873321695e-101,"Epithelial_C3","SH3BP5",0.312
"PHLDA1",8.31451716833586e-104,1.32406550948537,0.723,0.281,1.85696426437613e-99,"Epithelial_C3","PHLDA1",0.442
"RARRES2",8.76286957372787e-104,1.94221110871541,0.902,0.648,1.95709929059638e-99,"Epithelial_C3","RARRES2",0.254
"BDKRB1",1.1580865914829e-103,0.603235254491038,0.29,0.009,2.58647059341791e-99,"Epithelial_C3","BDKRB1",0.281
"CREB3L1",1.58165880947309e-103,0.502351092215685,0.439,0.058,3.53247678507721e-99,"Epithelial_C3","CREB3L1",0.381
"SFRP2",3.04517038253826e-103,0.697485270463653,0.348,0.025,6.80108353236096e-99,"Epithelial_C3","SFRP2",0.323
"ANGPTL4",8.84774706236237e-103,1.73720497238409,0.644,0.196,1.97605582890801e-98,"Epithelial_C3","ANGPTL4",0.448
"CTHRC1",3.1452432693032e-102,1.74657106545434,0.766,0.367,7.02458631766176e-98,"Epithelial_C3","CTHRC1",0.399
"CD44",8.58711313785644e-101,1.21914491311848,0.795,0.414,1.91784584820886e-96,"Epithelial_C3","CD44",0.381
"SCG5",3.27354258629314e-98,1.45930579548574,0.689,0.26,7.3111300122271e-94,"Epithelial_C3","SCG5",0.429
"BEND5",4.44714471117108e-98,0.647360652409583,0.46,0.076,9.9322529979295e-94,"Epithelial_C3","BEND5",0.384
"COL1A2",8.6587052476008e-98,1.86522065311891,0.864,0.466,1.93383522999916e-93,"Epithelial_C3","COL1A2",0.398
"B2M",1.86882377606546e-96,0.999140415627533,0.997,0.98,4.17383102146461e-92,"Epithelial_C3","B2M",0.017
"GLRX",5.74922176716253e-96,0.818671199813902,0.559,0.139,1.28403118947808e-91,"Epithelial_C3","GLRX",0.42
"COL5A1",5.82141678570883e-96,0.944466258434553,0.622,0.191,1.30015522492021e-91,"Epithelial_C3","COL5A1",0.431
"TMEM176B",1.03907840815249e-95,0.973702808812198,0.705,0.277,2.32067771676778e-91,"Epithelial_C3","TMEM176B",0.428
"PHPT1",2.03575870609223e-95,1.03148488088331,0.88,0.805,4.54666349418639e-91,"Epithelial_C3","PHPT1",0.075
"C11orf96",4.48628350480752e-95,1.39815116749871,0.404,0.051,1.00196655796371e-90,"Epithelial_C3","C11orf96",0.353
"PGAM1",1.15139350693944e-89,0.929186183424001,0.904,0.806,2.57152225839854e-85,"Epithelial_C3","PGAM1",0.098
"RPL26",1.07125248165382e-88,0.74491445669622,0.979,0.971,2.39253529252565e-84,"Epithelial_C3","RPL26",0.00800000000000001
"PDLIM2",1.1652778810626e-88,0.954195910871762,0.729,0.372,2.6025316195652e-84,"Epithelial_C3","PDLIM2",0.357
"SERPINB2",1.72972350381728e-88,0.86574549007909,0.255,0.009,3.86316447342551e-84,"Epithelial_C3","SERPINB2",0.246
"TCF4",3.36590817772316e-88,1.08708239718734,0.636,0.239,7.51741932412691e-84,"Epithelial_C3","TCF4",0.397
"CHN1",4.43514998325219e-88,0.598004781003617,0.418,0.065,9.90546397259544e-84,"Epithelial_C3","CHN1",0.353
"CCDC80",1.39843291664609e-86,1.13241715834931,0.636,0.238,3.12326007603737e-82,"Epithelial_C3","CCDC80",0.398
"ACKR3",3.18485972691449e-86,0.834234596096778,0.489,0.108,7.11306571409082e-82,"Epithelial_C3","ACKR3",0.381
"PDLIM4",4.12447606479958e-86,1.1689703503567,0.769,0.464,9.21160484312338e-82,"Epithelial_C3","PDLIM4",0.305
"RORA",1.0789706009766e-85,0.787606490008965,0.609,0.208,2.40977294022114e-81,"Epithelial_C3","RORA",0.401
"GSTO1",4.74460322388188e-85,1.06423069280834,0.846,0.707,1.05965968402178e-80,"Epithelial_C3","GSTO1",0.139
"TPBG",6.5981813928326e-85,1.17723014989988,0.734,0.39,1.47363783227523e-80,"Epithelial_C3","TPBG",0.344
"WSB1",1.49083184994572e-84,1.1571314082275,0.867,0.691,3.32962385366876e-80,"Epithelial_C3","WSB1",0.176
"DSE",7.72045705003554e-83,0.61143184212633,0.492,0.116,1.72428687755494e-78,"Epithelial_C3","DSE",0.376
"BICC1",1.10714776357401e-82,0.534718558617221,0.449,0.087,2.4727038151662e-78,"Epithelial_C3","BICC1",0.362
"FRMD6",2.43772063865132e-82,0.66198974209544,0.481,0.113,5.44440527436387e-78,"Epithelial_C3","FRMD6",0.368
"SCG2",2.90320122877862e-82,0.571299642483487,0.282,0.02,6.48400962435418e-78,"Epithelial_C3","SCG2",0.262
"VEGFA",4.43131914430396e-82,1.05162305707109,0.934,0.745,9.89690817688846e-78,"Epithelial_C3","VEGFA",0.189
"SLC39A14",9.86859359613152e-82,0.92598513554643,0.665,0.289,2.20405169376001e-77,"Epithelial_C3","SLC39A14",0.376
"FAM162A",1.17884328822663e-81,0.979592487878585,0.886,0.805,2.63282859992536e-77,"Epithelial_C3","FAM162A",0.081
"CALD1",2.38930978221988e-81,1.06875596846596,0.894,0.765,5.33628446760988e-77,"Epithelial_C3","CALD1",0.129
"TGFB1I1",4.30607755596941e-81,0.813938015987512,0.66,0.287,9.61719361350208e-77,"Epithelial_C3","TGFB1I1",0.373
"ARL4C",1.14331767413695e-80,1.1253169962545,0.848,0.61,2.55348569341746e-76,"Epithelial_C3","ARL4C",0.238
"LDHA",5.65824932803074e-80,0.769734121288418,0.96,0.942,1.26371340492239e-75,"Epithelial_C3","LDHA",0.018
"MYDGF",5.68663901376882e-80,0.839784095037188,0.864,0.767,1.27005395733513e-75,"Epithelial_C3","MYDGF",0.097
"TDO2",6.22932204695863e-80,0.600886059821947,0.274,0.019,1.39125678596774e-75,"Epithelial_C3","TDO2",0.255
"CAVIN1",6.55719937348012e-79,0.812882598118572,0.702,0.343,1.46448490807305e-74,"Epithelial_C3","CAVIN1",0.359
"MXRA7",9.50590861295019e-79,1.02377217612472,0.782,0.558,2.12304962961629e-74,"Epithelial_C3","MXRA7",0.224
"CHST11",4.13662617589085e-78,0.571860604006103,0.447,0.097,9.23874090123463e-74,"Epithelial_C3","CHST11",0.35
"PGK1",2.03796652259473e-77,0.768312306153316,0.939,0.917,4.55159443156306e-73,"Epithelial_C3","PGK1",0.0219999999999999
"ISLR",3.50833494340273e-77,0.768890494762158,0.402,0.073,7.83551526259565e-73,"Epithelial_C3","ISLR",0.329
"WNT5A",1.91362304861042e-76,0.783829913307495,0.497,0.136,4.2738857167665e-72,"Epithelial_C3","WNT5A",0.361
"CELF2",1.40689274627009e-75,0.542776157826873,0.428,0.085,3.14215425951962e-71,"Epithelial_C3","CELF2",0.343
"FTH1",2.14165007194145e-75,0.828263376405634,1,0.996,4.78316127067403e-71,"Epithelial_C3","FTH1",0.004
"CDCP1",3.71981493481499e-75,1.02230908811014,0.737,0.444,8.30783467541581e-71,"Epithelial_C3","CDCP1",0.293
"CFH",8.68137429851192e-75,0.664204616462944,0.516,0.132,1.93889813582965e-70,"Epithelial_C3","CFH",0.384
"RPL34",2.47232269612941e-74,0.544124579779632,0.981,0.978,5.52168550953543e-70,"Epithelial_C3","RPL34",0.003
"NNMT",2.51524917376435e-74,0.877429272944435,0.822,0.454,5.6175575046853e-70,"Epithelial_C3","NNMT",0.368
"MT2A",3.16787669813587e-74,1.54720747297502,0.947,0.866,7.07513581761665e-70,"Epithelial_C3","MT2A",0.081
"ERO1A",6.86887151837743e-74,0.883184837050727,0.883,0.709,1.53409376491441e-69,"Epithelial_C3","ERO1A",0.174
"VKORC1",1.98791413101047e-73,0.807215525251448,0.854,0.762,4.43980742019879e-69,"Epithelial_C3","VKORC1",0.092
"SEMA5A",3.40695794687605e-73,0.515504844710184,0.354,0.055,7.60909987855298e-69,"Epithelial_C3","SEMA5A",0.299
"BRI3",1.36097312588385e-72,0.705752329314985,0.949,0.923,3.039597379349e-68,"Epithelial_C3","BRI3",0.0259999999999999
"IKBIP",3.49446509842991e-72,0.674585697714336,0.67,0.342,7.80453835083337e-68,"Epithelial_C3","IKBIP",0.328
"ACTA2",8.60716632025543e-72,0.811408427575181,0.503,0.145,1.92232452596585e-67,"Epithelial_C3","ACTA2",0.358
"EGLN3",6.27565868546566e-71,1.04900101907658,0.755,0.472,1.4016056108119e-66,"Epithelial_C3","EGLN3",0.283
"S100A4",1.84915874727436e-70,1.02032956868014,0.907,0.796,4.12991114616255e-66,"Epithelial_C3","S100A4",0.111
"RSAD2",5.09884519083877e-70,1.59121607686957,0.614,0.26,1.13877608492193e-65,"Epithelial_C3","RSAD2",0.354
"CD63",5.1914362284446e-68,0.62321544626343,0.968,0.955,1.15945536726082e-63,"Epithelial_C3","CD63",0.013
